Usage statistics from all hours of each day
,Main (kWh),DHB (kWh),M1 (kWh),DG (kWh),DE-ATS (kWh),Collins (kWh),DL (kWh),Main ($),DHB ($),M1 ($),DG ($),DE-ATS ($),Collins ($),DL ($)
2015-11-24,4487.0,477.83000000000175,0.4000000000014552,1032.8999999999942,950.5,539.179999999993,1328.6999999999825,717.92,76.45280000000028,0.06400000000023283,165.26399999999907,152.08,86.26879999999889,212.5919999999972
2015-11-25,3547.0,338.3399999999965,0.36999999999898137,985.9000000000087,856.3000000000029,371.8000000000029,904.7999999999884,567.52,54.134399999999445,0.05919999999983702,157.7440000000014,137.00800000000046,59.48800000000047,144.76799999999815
2015-11-26,1398.0,114.83999999999651,0.31999999999970896,252.09999999999127,326.8000000000029,411.1600000000035,302.80000000001746,223.68,18.37439999999944,0.051199999999953436,40.335999999998606,52.288000000000466,65.78560000000056,48.44800000000279
2015-11-27,1172.0,114.65000000000146,0.37000000000261934,191.09999999999127,326.8000000000029,218.23000000001048,325.3999999999942,187.52,18.344000000000232,0.0592000000004191,30.575999999998604,52.288000000000466,34.91680000000168,52.06399999999907
2015-11-28,1208.0,113.87999999999738,0.33000000000174623,296.8000000000029,330.1999999999971,169.79000000000815,303.70000000001164,193.28,18.22079999999958,0.0528000000002794,47.48800000000047,52.83199999999954,27.166400000001303,48.59200000000186
2015-11-29,1489.0,113.2300000000032,0.27000000000043656,296.0,457.8000000000029,323.58000000000175,310.1000000000058,238.24,18.116800000000513,0.04320000000006985,47.36,73.24800000000047,51.77280000000028,49.61600000000093
2015-11-30,4638.0,498.4600000000064,0.22000000000116415,1010.5,980.1999999999971,715.2100000000064,1328.7000000000116,742.08,79.75360000000103,0.03520000000018626,161.68,156.83199999999954,114.43360000000102,212.59200000000186
2015-12-01,4606.0,479.97000000000116,0.22000000000116415,1107.300000000003,970.2000000000116,609.4000000000087,1334.3000000000175,736.96,76.7952000000002,0.03520000000018626,177.16800000000046,155.23200000000188,97.5040000000014,213.48800000000278
2015-12-02,4463.0,494.0,0.3500000000021828,1042.9000000000087,911.2999999999884,548.5800000000017,1350.5,714.08,79.04,0.05600000000034925,166.8640000000014,145.80799999999815,87.77280000000029,216.08
2015-12-03,3700.0,426.7800000000061,0.2999999999992724,897.0,717.4000000000087,354.7300000000105,1193.5,592.0,68.28480000000098,0.04799999999988359,143.52,114.7840000000014,56.756800000001675,190.96
2015-12-04,4082.0,407.5400000000009,0.3600000000005821,1078.0,857.1999999999971,555.2299999999959,1059.5,653.12,65.20640000000014,0.05760000000009313,172.48,137.15199999999953,88.83679999999934,169.52
2015-12-05,1589.0,139.6800000000003,0.37999999999738066,369.6999999999971,467.0,276.7600000000093,348.8999999999942,254.24,22.348800000000047,0.060799999999580905,59.15199999999953,74.72,44.28160000000149,55.82399999999907
2015-12-06,1729.0,113.0,0.3500000000021828,339.6999999999971,412.6000000000058,575.5499999999884,303.9000000000233,276.64,18.080000000000002,0.05600000000034925,54.351999999999535,66.01600000000093,92.08799999999813,48.624000000003726
2015-12-07,4522.0,472.04999999999563,0.3400000000001455,1124.199999999997,822.6000000000058,652.4100000000035,1352.6000000000058,723.52,75.52799999999931,0.054400000000023284,179.87199999999953,131.61600000000092,104.38560000000057,216.41600000000093
2015-12-08,4725.0,471.1999999999971,0.25,1122.8999999999942,872.3000000000029,749.9199999999983,1408.1000000000058,756.0,75.39199999999954,0.04,179.66399999999908,139.56800000000047,119.98719999999972,225.29600000000093
2015-12-09,4626.0,481.41999999999825,0.3000000000029104,1138.0999999999913,847.8000000000029,714.179999999993,1353.6000000000058,740.16,77.02719999999972,0.04800000000046566,182.0959999999986,135.64800000000048,114.26879999999889,216.57600000000093
2015-12-10,4372.0,477.51000000000204,0.3600000000005821,914.6000000000058,770.8000000000029,757.3000000000029,1339.3999999999942,699.52,76.40160000000033,0.05760000000009313,146.33600000000092,123.32800000000047,121.16800000000046,214.30399999999906
2015-12-11,4175.0,448.3799999999974,0.4000000000014552,1082.1999999999825,765.3000000000029,430.5399999999936,1334.6999999999825,668.0,71.74079999999958,0.06400000000023283,173.1519999999972,122.44800000000046,68.88639999999897,213.5519999999972
2015-12-12,1686.0,129.55999999999767,0.38000000000101863,344.5,354.6000000000058,532.6399999999994,339.80000000001746,269.76,20.72959999999963,0.06080000000016298,55.120000000000005,56.736000000000935,85.22239999999991,54.368000000002795
2015-12-13,1553.0,106.33000000000175,0.2900000000008731,363.70000000001164,335.5,445.47000000000116,315.0,248.48000000000002,17.01280000000028,0.0464000000001397,58.19200000000186,53.68,71.27520000000018,50.4
2015-12-14,4106.0,495.86999999999534,0.32999999999810825,986.0,841.2999999999884,346.4499999999971,1326.5,656.96,79.33919999999925,0.05279999999969732,157.76,134.60799999999813,55.43199999999953,212.24
2015-12-15,3952.0,471.58000000000175,0.32999999999810825,1016.0,732.3000000000029,315.2100000000064,1304.7000000000116,632.32,75.45280000000028,0.05279999999969732,162.56,117.16800000000046,50.43360000000103,208.75200000000186
2015-12-16,4096.0,482.0599999999977,0.38000000000101863,950.8999999999942,840.3999999999942,370.4600000000064,1301.6000000000058,655.36,77.12959999999963,0.06080000000016298,152.14399999999907,134.46399999999906,59.273600000001025,208.25600000000094
2015-12-17,4250.0,467.66999999999825,0.31999999999970896,1075.3000000000175,832.9000000000087,344.5,1376.7000000000116,680.0,74.82719999999972,0.051199999999953436,172.0480000000028,133.2640000000014,55.120000000000005,220.27200000000187
2015-12-18,4150.0,480.5300000000061,0.32999999999810825,1027.4000000000233,839.0999999999913,354.43000000000757,1280.6999999999825,664.0,76.88480000000098,0.05279999999969732,164.38400000000374,134.2559999999986,56.70880000000121,204.91199999999722
2015-12-19,2089.0,98.87000000000262,0.2999999999992724,465.3999999999942,432.6000000000058,762.6300000000047,350.8999999999942,334.24,15.81920000000042,0.04799999999988359,74.46399999999907,69.21600000000093,122.02080000000075,56.14399999999907
2015-12-20,1926.0,98.7699999999968,0.31999999999970896,363.69999999998254,429.3000000000029,761.2100000000064,295.3999999999942,308.16,15.803199999999489,0.051199999999953436,58.19199999999721,68.68800000000047,121.79360000000102,47.26399999999907
2015-12-21,4343.0,473.47000000000116,0.2999999999992724,1184.3999999999942,855.9000000000087,412.40000000000873,1301.7999999999884,694.88,75.75520000000019,0.04799999999988359,189.50399999999908,136.9440000000014,65.9840000000014,208.28799999999814
2015-12-22,4176.0,450.79999999999563,0.27999999999883585,912.8000000000175,785.5,621.7600000000093,1272.8999999999942,668.16,72.1279999999993,0.04479999999981374,146.0480000000028,125.68,99.48160000000149,203.66399999999908
2015-12-23,4172.0,453.8600000000006,0.32999999999810825,1052.9000000000233,789.3999999999942,484.5,1257.6000000000058,667.52,72.6176000000001,0.05279999999969732,168.46400000000372,126.30399999999908,77.52,201.21600000000095
2015-12-24,1387.0,101.58000000000175,0.33000000000174623,283.0,344.3999999999942,330.0,339.3999999999942,221.92000000000002,16.25280000000028,0.0528000000002794,45.28,55.10399999999907,52.800000000000004,54.30399999999907
2015-12-25,501.0,43.820000000006985,0.13999999999941792,135.39999999999418,105.79999999998836,101.0,117.0,80.16,7.011200000001118,0.02239999999990687,21.66399999999907,16.92799999999814,16.16,18.72
2015-12-26,1265.0,126.41000000000349,0.3899999999994179,436.3999999999942,319.5,105.19999999999709,286.0,202.4,20.225600000000558,0.06239999999990687,69.82399999999907,51.120000000000005,16.831999999999535,45.76
2015-12-27,1302.0,124.9600000000064,0.3099999999976717,459.6000000000058,322.1000000000058,105.10000000000582,300.9000000000233,208.32,19.993600000001024,0.04959999999962747,73.53600000000094,51.53600000000093,16.816000000000933,48.14400000000373
2015-12-28,2089.0,256.83000000000175,0.10000000000218279,461.8999999999942,723.7000000000116,272.1999999999971,404.8999999999942,334.24,41.09280000000028,0.016000000000349245,73.90399999999907,115.79200000000186,43.55199999999954,64.78399999999907
2015-12-29,2199.0,193.36999999999534,0.07999999999810825,588.7999999999884,747.8999999999942,290.59999999999127,411.29999999998836,351.84000000000003,30.939199999999257,0.01279999999969732,94.20799999999814,119.66399999999908,46.4959999999986,65.80799999999815
2015-12-30,2246.0,232.63999999999942,0.0,601.8999999999942,728.4000000000233,323.1000000000058,391.0,359.36,37.22239999999991,0.0,96.30399999999906,116.54400000000373,51.696000000000936,62.56
2015-12-31,1816.0,224.55999999999767,0.2800000000024738,520.1999999999825,530.0,221.3000000000029,344.29999999998836,290.56,35.92959999999963,0.044800000000395815,83.23199999999721,84.8,35.40800000000046,55.08799999999814
2016-01-01,1814.0,232.13000000000466,0.22999999999956344,457.0,475.80000000001746,379.09999999999127,296.1000000000058,290.24,37.140800000000745,0.03679999999993015,73.12,76.1280000000028,60.655999999998606,47.376000000000936
2016-01-02,1748.0,211.7399999999907,0.27000000000043656,517.2999999999884,508.5,239.29999999998836,294.3999999999942,279.68,33.87839999999851,0.04320000000006985,82.76799999999814,81.36,38.287999999998135,47.10399999999907
2016-01-03,1892.0,99.26999999998952,0.32000000000334694,535.2000000000116,462.5,529.1999999999971,290.5,302.72,15.883199999998324,0.05120000000053551,85.63200000000187,74.0,84.67199999999954,46.480000000000004
2016-01-04,4641.0,465.29000000000815,0.0,1207.5,1015.3999999999942,549.3999999999942,1313.0,742.5600000000001,74.4464000000013,0.0,193.20000000000002,162.46399999999906,87.90399999999907,210.08
2016-01-05,4587.0,442.18000000000757,0.0,1117.9000000000233,1011.0999999999767,757.6000000000058,1263.1000000000058,733.92,70.74880000000121,0.0,178.86400000000373,161.7759999999963,121.21600000000093,202.09600000000094
2016-01-06,4738.0,455.2299999999959,0.36999999999898137,1183.7999999999884,923.2999999999884,866.1999999999971,1276.2000000000116,758.08,72.83679999999934,0.05919999999983702,189.40799999999814,147.72799999999813,138.59199999999953,204.19200000000185
2016-01-07,4589.0,481.1399999999994,0.3400000000001455,1104.2999999999884,923.5999999999767,747.0,1284.6000000000058,734.24,76.98239999999991,0.054400000000023284,176.68799999999814,147.7759999999963,119.52,205.53600000000094
2016-01-08,4593.0,436.070000000007,0.15999999999985448,1135.3999999999942,924.5,829.6999999999971,1221.2000000000116,734.88,69.77120000000112,0.025599999999976718,181.66399999999908,147.92000000000002,132.75199999999953,195.39200000000187
2016-01-09,2379.0,95.14999999999418,0.18999999999869033,492.19999999998254,400.4000000000233,1128.800000000003,292.5,380.64,15.22399999999907,0.030399999999790452,78.75199999999721,64.06400000000373,180.60800000000046,46.800000000000004
2016-01-10,1940.0,100.20999999999185,0.2999999999992724,587.2999999999884,325.5,658.8999999999942,291.5,310.40000000000003,16.033599999998696,0.04799999999988359,93.96799999999814,52.08,105.42399999999907,46.64
2016-01-11,4185.0,456.8899999999994,0.1500000000014552,1094.8999999999942,971.1999999999825,360.8999999999942,1249.1999999999825,669.6,73.1023999999999,0.02400000000023283,175.18399999999906,155.3919999999972,57.74399999999907,199.8719999999972
2016-01-12,4570.0,464.5,0.18000000000029104,1153.7000000000116,954.7999999999884,713.0,1235.9000000000233,731.2,74.32000000000001,0.028800000000046566,184.59200000000186,152.76799999999815,114.08,197.74400000000372
2016-01-13,4518.0,470.0300000000134,0.07000000000334694,972.1999999999825,971.5999999999767,791.8000000000029,1262.0999999999767,722.88,75.20480000000214,0.01120000000053551,155.5519999999972,155.45599999999627,126.68800000000047,201.93599999999628
2016-01-14,4394.0,470.1900000000023,0.13999999999941792,927.2999999999884,993.3999999999942,727.3000000000029,1221.5,703.04,75.23040000000037,0.02239999999990687,148.36799999999815,158.94399999999908,116.36800000000046,195.44
2016-01-15,4406.0,426.4600000000064,0.2000000000007276,1010.3999999999942,911.3000000000175,743.6999999999971,1261.8000000000175,704.96,68.23360000000102,0.032000000000116414,161.66399999999908,145.8080000000028,118.99199999999954,201.8880000000028
2016-01-16,1552.0,116.36999999999534,0.12999999999738066,418.19999999998254,514.7000000000116,219.3000000000029,305.70000000001164,248.32,18.619199999999257,0.020799999999580904,66.9119999999972,82.35200000000187,35.08800000000047,48.91200000000186
2016-01-17,1758.0,118.54000000000815,0.1400000000030559,521.0,554.8999999999942,278.8999999999942,312.1000000000058,281.28000000000003,18.966400000001304,0.022400000000488945,83.36,88.78399999999907,44.62399999999907,49.93600000000093
2016-01-18,1909.0,119.16000000000349,0.030000000002473826,456.8999999999942,601.3999999999942,452.6999999999971,311.20000000001164,305.44,19.065600000000558,0.004800000000395812,73.10399999999908,96.22399999999907,72.43199999999953,49.79200000000186
2016-01-19,4542.0,447.54000000000815,0.0,988.3000000000175,1005.7000000000116,846.7999999999884,1251.0,726.72,71.6064000000013,0.0,158.1280000000028,160.91200000000185,135.48799999999815,200.16
2016-01-20,4615.0,444.2600000000093,0.09999999999854481,989.1999999999825,975.1000000000058,890.3999999999942,1250.8999999999942,738.4,71.08160000000149,0.01599999999976717,158.2719999999972,156.01600000000093,142.46399999999906,200.14399999999907
2016-01-21,4422.0,440.77999999999884,0.13000000000101863,921.8999999999942,975.0,783.6999999999971,1259.1000000000058,707.52,70.52479999999981,0.020800000000162983,147.50399999999908,156.0,125.39199999999954,201.45600000000093
2016-01-22,4330.0,423.5599999999977,0.09000000000014552,1008.3999999999942,966.2999999999884,688.5,1241.7999999999884,692.8000000000001,67.76959999999963,0.014400000000023283,161.34399999999908,154.60799999999813,110.16,198.68799999999814
2016-01-23,2061.0,129.42999999999302,0.0,431.29999999998836,624.7000000000116,579.4000000000087,328.80000000001746,329.76,20.708799999998885,0.0,69.00799999999813,99.95200000000186,92.7040000000014,52.6080000000028
2016-01-24,1880.0,112.27999999999884,0.18999999999869033,517.3000000000175,554.0999999999767,323.09999999999127,401.80000000001746,300.8,17.964799999999816,0.030399999999790452,82.7680000000028,88.65599999999628,51.695999999998605,64.2880000000028
2016-01-25,4160.0,416.66999999999825,0.33000000000174623,891.8999999999942,937.3000000000175,745.8999999999942,1159.8000000000175,665.6,66.66719999999972,0.0528000000002794,142.70399999999907,149.9680000000028,119.34399999999907,185.5680000000028
